UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine_failure
4598,M19457,M,1.4974162043713033,0.7376622524214513,-0.2720739881549785,0.3022630853896422,0.0007698233779410748,0,0,0,0,0,0
4599,L51778,L,1.5474122379989528,0.8050631380269799,-0.7796736716496208,0.9242262957204916,0.047901866925347474,0,0,0,0,0,0
4600,L51779,L,1.5474122379989528,0.7376622524214513,-0.6625352831508572,1.5863161647823627,0.07932322929028507,0,0,0,0,0,0
4601,L51780,L,1.4974162043713033,0.6702613668158843,-1.0027944116472658,0.42264306158271003,0.11074459165522267,0,1,0,0,0,1
4602,M19461,M,1.4974162043713033,0.7376622524214513,-0.9302801711480311,1.4358411945410283,0.14216595402016027,0,1,0,0,0,1
4603,M19462,M,1.4974162043713033,0.6702613668158843,-0.7238934866502096,0.17185144451381926,0.18929799756756668,0,0,0,0,0,0
4604,H34017,H,1.4474201707436536,0.6702613668158843,-0.48403869115274123,1.8371077818512536,0.23643004111497307,0,0,0,0,0,0
4605,L51784,L,1.4474201707436536,0.6702613668158843,1.5686721168255924,-1.5435632162373938,0.31498344702731707,0,0,0,0,0,0
4606,H34019,H,1.4474201707436536,0.6702613668158843,-0.3892123766537421,0.8740679723067134,0.34640480939225465,0,0,0,0,0,0
4607,L51786,L,1.4474201707436536,0.7376622524214513,0.09607523284113569,0.5329913730930215,0.42495821530459865,0,0,0,0,0,0
4608,L51787,L,1.4974162043713033,0.7376622524214513,2.4611550768161723,-1.9849564622786418,0.45637957766953624,0,0,0,0,0,0
4609,M19468,M,1.4974162043713033,0.8050631380269799,-0.1103114516566859,-0.1993201487481394,0.4878009400344739,0,0,0,0,0,0
4610,L51789,L,1.4974162043713033,0.8050631380269799,-0.4617266171529767,0.4025797322171985,0.5349329835818802,0,0,0,0,0,0
4611,L51790,L,1.5474122379989528,0.8050631380269799,-0.8075637641493264,0.5329913730930215,0.5663543459468179,0,0,0,0,0,0
4612,L51791,L,1.4974162043713033,0.8724640236325469,-0.969326300647619,1.6264428235133859,0.5977757083117554,0,1,0,0,0,1
4613,L51792,L,1.4974162043713033,0.8724640236325469,3.654851035803573,-2.3561280555406,0.6291970706766931,0,0,0,0,0,0
4614,L51793,L,1.5474122379989528,0.8724640236325469,-0.7573615976498563,1.566252835416852,0.6606184330416307,0,0,0,0,0,0
4615,H34028,H,1.4974162043713033,0.8050631380269799,-0.19955974765574389,-0.29963679557569567,0.6920397954065682,0,0,0,0,0,0
4616,L51795,L,1.4974162043713033,0.8724640236325469,1.4180656173271822,-1.0720749761478792,0.7705932013189123,0,0,0,0,0,0
4617,L51796,L,1.5474122379989528,0.9398649092380756,1.6188742833250624,-1.5535948809201496,0.8020145636838498,0,0,0,0,0,0
4618,M19477,M,1.5474122379989528,0.9398649092380756,1.6300303203249449,-1.6739748571132171,0.8334359260487875,0,0,0,0,0,0
4619,M19478,M,1.4974162043713033,0.8724640236325469,-1.1366668556458528,1.3656195417617392,0.8805679695961939,0,1,0,0,0,1
4620,H34033,H,1.5474122379989528,0.8724640236325469,2.8850844828116977,-2.03511478569242,0.9277000131436003,0,0,0,0,0,0
4621,L51800,L,1.5474122379989528,0.8724640236325469,-1.1310888371459116,1.265302894934183,1.0062534190559442,0,1,0,0,0,1
4622,L51801,L,1.4974162043713033,0.8050631380269799,-1.103198744646206,1.1047962600100927,1.0376747814208818,0,1,0,0,0,1
4623,M19482,M,1.4974162043713033,0.7376622524214513,-0.07126532215709803,-0.26954180152742907,1.0690961437858195,0,0,0,0,0,0
4624,L51803,L,1.4974162043713033,0.7376622524214513,-0.07684334065703916,0.07153479768626296,1.1162281873332258,0,0,0,0,0,0
4625,M19484,M,1.4974162043713033,0.7376622524214513,-0.6179111351513282,-0.018750184458538297,1.1476495496981634,0,0,0,0,0,0
4626,L51805,L,1.4974162043713033,0.8050631380269799,-0.1549355996562149,0.5731180318240445,1.1947815932455699,0,0,0,0,0,0
4627,L51806,L,1.4974162043713033,0.8050631380269799,0.6985012308347771,-1.021916652734101,1.2262029556105074,0,0,0,0,0,0
4628,M19487,M,1.4974162043713033,0.8050631380269799,0.29688389883901617,-0.10903516660333884,1.2576243179754452,0,0,0,0,0,0
4629,M19488,M,1.4974162043713033,0.7376622524214513,0.32477399133872176,-0.32973178962396227,1.3047563615228515,0,0,0,0,0,0
4630,L51809,L,1.4974162043713033,0.8050631380269799,1.0945405443305969,-1.3930882459960594,1.3518884050702578,0,0,0,0,0,0
4631,L51810,L,1.4474201707436536,0.8050631380269799,1.1837888403296548,-1.623816533699439,1.3833097674351955,0,0,0,0,0,0
4632,L51811,L,1.4974162043713033,0.8050631380269799,-0.8689219676486788,0.4627697203137324,1.414731129800133,0,0,0,0,0,0
4633,M19492,M,1.4474201707436536,0.8050631380269799,-1.1645569481455584,1.375651206444495,1.4461524921650706,0,1,0,0,0,1
4634,L51813,L,1.4974162043713033,0.8050631380269799,-0.8744999861486199,1.0546379365963146,1.493284535712477,0,0,0,0,0,0
4635,L51814,L,1.4974162043713033,0.8050631380269799,1.2061009143294195,-0.9617266646375675,1.5247058980774146,0,0,0,0,0,0
4636,M19495,M,1.4974162043713033,0.8050631380269799,0.4196003058377209,-0.43004843645151863,1.5561272604423522,0,0,0,0,0,0
4637,L51816,L,1.4974162043713033,0.8724640236325469,-0.40594643215356546,0.3022630853896422,1.6032593039897587,0,0,0,0,0,0
4638,M19497,M,1.5474122379989528,0.8724640236325469,1.7192786163240028,-1.5335315515546384,1.6346806663546962,0,0,0,0,0,0
4639,L51818,L,1.5474122379989528,0.8724640236325469,-0.3613222841540365,-0.5203334185963199,1.6818127099021027,0,0,0,0,0,0
4640,L51819,L,1.5474122379989528,0.8724640236325469,0.6594551013351893,-0.8212833590789884,1.7132340722670403,0,0,0,0,0,0
4641,L51820,L,1.5474122379989528,0.8050631380269799,-0.5788650056517404,0.011344809589729025,1.7446554346319778,0,0,0,0,0,0
4642,H34055,H,1.5474122379989528,0.8724640236325469,-0.249761914155214,0.2721680913413756,1.7760767969969153,0,0,0,0,0,0
4643,L51822,L,1.597408271626574,0.9398649092380756,-1.6777346501401418,1.4659361885892956,1.8546302029092594,0,1,0,1,0,1
4644,L51823,L,1.597408271626574,0.9398649092380756,-1.198025059145205,1.4258095298582731,1.8860515652741972,0,1,0,1,0,1
4645,L51824,L,1.597408271626574,0.9398649092380756,-0.13820154415639152,0.12169312110004112,1.9174729276391347,0,0,0,0,0,0
4646,L51825,L,1.6474043052542235,0.9398649092380756,1.0778064888307735,-1.4432465694098375,1.9488942900040722,0,0,0,0,0,0
4647,L51826,L,1.6474043052542235,0.9398649092380756,-0.23302785865539064,0.6032130258723112,1.9803156523690097,1,0,0,0,0,1
4648,L51827,L,1.6474043052542235,0.9398649092380756,2.3384386698174677,-1.8545448214028186,-1.6959837443286894,0,0,0,0,0,0
4649,L51828,L,1.6474043052542235,0.9398649092380756,0.5088486018367788,-0.7510617062996991,-1.6645623819637516,0,0,0,0,0,0
4650,M19509,M,1.6474043052542235,0.9398649092380756,-0.8019857456493853,1.917361099313299,-1.633141019598814,0,0,0,0,0,0
4651,L51830,L,1.6474043052542235,0.9398649092380756,0.6650331198351304,-0.9516949999548118,-1.5860089760514078,0,0,0,0,0,0
4652,L51831,L,1.597408271626574,0.9398649092380756,-1.058574596646677,1.1148279246928485,-1.55458761368647,0,1,0,0,0,1
4653,L51832,L,1.5474122379989528,0.8050631380269799,-0.48403869115274123,1.2953978889824496,-1.5231662513215325,0,0,0,0,0,0
4654,M19513,M,1.5474122379989528,0.7376622524214513,0.3080399358388984,-0.45011176581703016,-1.491744888956595,0,0,0,0,0,0
4655,M19514,M,1.5474122379989528,0.6702613668158843,-0.160513618156156,0.7637196607964014,-1.4446128454091884,0,0,0,0,0,0
4656,L51835,L,1.5474122379989528,0.7376622524214513,1.7583247458235907,-1.7441965098925065,-1.3974808018617821,0,0,0,0,0,0
4657,L51836,L,1.5474122379989528,0.8050631380269799,0.4865365278370144,-0.7711250356652106,-1.3660594394968446,0,0,0,0,0,0
4658,L51837,L,1.5474122379989528,0.8050631380269799,0.4976925648368966,-0.48020675986529676,-1.3346380771319069,0,0,0,0,0,0
4659,L51838,L,1.5474122379989528,0.8050631380269799,0.7821715083338939,-0.5203334185963199,-1.3032167147669693,0,0,0,0,0,0
4660,M19519,M,1.5474122379989528,0.8050631380269799,-0.2776520066549196,0.45273805563097663,-1.2717953524020318,0,0,0,0,0,0
4661,L51840,L,1.597408271626574,0.8050631380269799,-0.5565529316519758,0.3925480675344427,-1.2246633088546253,0,0,0,0,0,0
4662,L51841,L,1.6474043052542235,0.8724640236325469,-1.0529965781467359,0.8138779842101795,-1.1932419464896877,0,1,0,0,0,1
4663,H34076,H,1.6474043052542235,0.8050631380269799,0.38055417633813304,-0.8313150237617443,-1.1618205841247502,0,0,0,0,0,0
4664,L51843,L,1.6474043052542235,0.8724640236325469,-0.835453856649032,1.3957145358100058,-1.0832671782124061,0,0,0,0,0,0
4665,M19524,M,1.6474043052542235,0.8724640236325469,0.15185541784054693,0.6132446905550669,-1.0518458158474686,0,0,0,0,0,0
4666,M19525,M,1.6974003388818448,0.9398649092380756,-1.2928513736442042,1.4057462004927617,-1.004713772300062,0,1,0,0,0,1
4667,M19526,M,1.6474043052542235,1.0072657948436425,0.1685894733403703,-0.33976345430671806,-0.9575817287526557,0,0,0,0,0,0
4668,H34081,H,1.6474043052542235,0.9398649092380756,0.6259869903355425,-0.9416633352720559,-0.9104496852052493,0,0,0,0,0,0
4669,H34082,H,1.6474043052542235,0.9398649092380756,0.8546857488331285,-1.2125182817064584,-0.8318962792929053,0,0,0,0,0,0
4670,M19529,M,1.6474043052542235,1.0072657948436425,-0.92470215264809,0.7336246667481341,-0.7533428733805613,0,1,0,0,0,1
4671,L51850,L,1.597408271626574,0.9398649092380756,0.39728823183795636,-0.45011176581703016,-0.7062108298331549,0,0,0,0,0,0
4672,L51851,L,1.6474043052542235,0.9398649092380756,-0.1549355996562149,0.3423897441206646,-0.6747894674682173,0,0,0,0,0,0
4673,L51852,L,1.6474043052542235,1.0072657948436425,-0.7071594311503862,1.566252835416852,-0.6433681051032797,0,0,0,0,0,0
4674,L51853,L,1.6974003388818448,1.0072657948436425,-0.21071578465562613,-0.37989011303774045,-0.6119467427383422,0,0,0,0,0,0
4675,L51854,L,1.6974003388818448,1.0072657948436425,-0.6960033941505039,0.4828330496792433,-0.5805253803734045,0,0,0,0,0,0
4676,H34089,H,1.7473963725094943,1.0072657948436425,0.5032705833368377,-0.6507450594721428,-0.5491040180084669,0,0,0,0,0,0
4677,L51856,L,1.6974003388818448,1.0072657948436425,1.8977752083221187,-1.8746081507683297,-0.4705506120961229,0,0,0,0,0,0
4678,H34091,H,1.7473963725094943,1.0746666804492095,-0.40594643215356546,0.7035296726998674,-0.43912924973118533,0,0,0,0,0,0
4679,H34092,H,1.797392406137144,1.1420675660547381,-0.35016624715415423,0.011344809589729025,-0.36057584381884134,0,0,0,0,0,0
4680,L51859,L,1.797392406137144,1.2094684516603051,0.871419804332952,-0.9316316705893005,-0.28202243790649734,0,0,0,0,0,0
4681,L51860,L,1.797392406137144,1.1420675660547381,-0.26649596965503736,-0.018750184458538297,-0.25060107554155975,0,0,0,0,0,0
4682,M19541,M,1.797392406137144,1.2094684516603051,0.6706111383350715,-0.530365083279075,-0.21917971317662213,0,0,0,0,0,0
4683,L51862,L,1.797392406137144,1.2094684516603051,0.15743343634048806,-0.8313150237617443,-0.17204766962921572,0,0,0,0,0,0
4684,L51863,L,1.797392406137144,1.2094684516603051,1.100118562830538,-0.7109350475686768,-0.14062630726427813,0,0,0,0,0,0
4685,M19544,M,1.797392406137144,1.2094684516603051,-0.6569572646509161,0.4828330496792433,-0.10920494489934052,0,0,0,0,0,1
4686,M19545,M,1.797392406137144,1.2094684516603051,0.4921145463369555,-0.9216000059065448,-0.06207290135193413,0,0,0,0,0,0
4687,M19546,M,1.7473963725094943,1.0746666804492095,0.12954334384078245,-0.5805234066928531,-0.014940857804527726,0,0,0,0,0,0
4688,L51867,L,1.7473963725094943,1.0746666804492095,3.5934928323042206,-2.305969732126822,0.03219118574287867,0,0,0,0,0,0
4689,L51868,L,1.7473963725094943,1.0746666804492095,0.2132136213398993,-0.1892884840653836,0.06361254810781627,0,0,0,0,0,0
4690,M19549,M,1.6974003388818448,1.0072657948436425,0.11838730684090018,-0.35982678367222964,0.09503391047275388,0,0,0,0,0,0
4691,M19550,M,1.6974003388818448,1.0072657948436425,-0.3111201176545664,0.3022630853896422,0.14216595402016027,0,0,0,0,0,0
4692,L51871,L,1.7473963725094943,1.0072657948436425,-0.021063155657627914,-0.6708083888376544,0.18929799756756668,0,0,0,0,0,0
4693,M19552,M,1.6974003388818448,0.9398649092380756,0.3749761578381919,-1.0419799820996123,0.22071935993250427,0,0,0,0,0,0
4694,M19553,M,1.6974003388818448,1.0072657948436425,1.5519380613257692,-1.5335315515546384,0.26785140347991065,0,0,0,0,0,0
4695,L51874,L,1.6974003388818448,1.0072657948436425,-0.6402232091510927,1.0847329306445812,0.31498344702731707,0,0,0,0,0,0
4696,L51875,L,1.6474043052542235,1.0746666804492095,-0.13820154415639152,-0.530365083279075,0.34640480939225465,0,0,0,0,0,0
4697,L51876,L,1.6974003388818448,1.0746666804492095,-0.5007727466525645,0.17185144451381926,0.37782617175719224,0,0,0,0,0,0
4698,M19557,M,1.7473963725094943,1.0746666804492095,0.1909015473401348,-0.6005867360583647,0.4092475341221299,0,0,0,0,0,0
4699,L51878,L,1.6974003388818448,1.0746666804492095,0.1406993808406647,0.1919147738793301,0.45637957766953624,0,0,0,0,0,0
4700,L51879,L,1.7473963725094943,1.0746666804492095,-0.6179111351513282,0.6232763552378227,0.4878009400344739,0,0,0,0,0,0
4701,L51880,L,1.7473963725094943,1.1420675660547381,0.45306841683736765,-0.9015366765410335,0.5192223023994115,0,0,0,0,0,0
4702,H34115,H,1.7473963725094943,1.1420675660547381,0.25225975083948715,-0.7309983769341876,0.5506436647643491,0,0,0,0,0,0
4703,L51882,L,1.797392406137144,1.2094684516603051,-1.7669829461391997,2.689799279885482,0.6291970706766931,0,1,0,0,0,1
4704,M19563,M,1.797392406137144,1.2094684516603051,-0.5955990611515637,0.252104761975864,0.6606184330416307,0,0,0,0,0,0
4705,L51884,L,1.847388439764765,1.276869337265834,0.12396532534084131,-0.6708083888376544,0.7077504765890371,0,0,0,0,0,0
4706,L51885,L,1.797392406137144,1.2094684516603051,0.4196003058377209,-0.6808400535204094,0.7391718389539746,0,0,0,0,0,0
4707,L51886,L,1.7473963725094943,1.1420675660547381,2.3440166883174087,-1.7742915039407734,0.7705932013189123,0,0,0,0,0,0
4708,L51887,L,1.7473963725094943,1.2094684516603051,2.260346410818292,-1.653911527747706,0.8020145636838498,0,0,0,0,0,0
4709,L51888,L,1.6974003388818448,1.1420675660547381,1.4180656173271822,-1.4231832400443263,0.8334359260487875,0,0,0,0,0,0
4710,M19569,M,1.6974003388818448,1.0746666804492095,-0.517506802152388,1.0044796131825364,0.8648572884137251,0,0,0,0,0,0
4711,L51890,L,1.6974003388818448,1.1420675660547381,0.7487033973342472,-0.7811567003479657,0.9119893319611314,0,0,0,0,0,0
4712,M19571,M,1.6974003388818448,1.1420675660547381,-0.1326235256564504,0.42264306158271003,0.943410694326069,0,0,0,0,0,0
4713,L51892,L,1.6974003388818448,1.2094684516603051,0.1406993808406647,-0.40998510708600777,0.9905427378734755,0,0,0,0,0,0
4714,L51893,L,1.7473963725094943,1.2094684516603051,-0.48961670965268234,0.5229597084102664,1.021964100238413,0,0,0,0,0,0
4715,H34128,H,1.6974003388818448,1.2094684516603051,0.8602637673330696,-1.1723916229754356,1.0533854626033508,0,0,0,0,0,0
4716,L51895,L,1.6974003388818448,1.1420675660547381,-0.35016624715415423,0.23204143261035248,1.1319388685156946,0,0,0,0,0,0
4717,L51896,L,1.6974003388818448,1.0746666804492095,0.966246118831951,-0.991821658685834,1.1633602308806323,0,0,0,0,0,0
4718,M19577,M,1.6974003388818448,1.0746666804492095,-0.6346451906511515,0.5430230377757772,1.1947815932455699,0,0,0,0,0,0
4719,L51898,L,1.6474043052542235,1.0746666804492095,-1.1255108186459706,1.686632811609919,1.2419136367929762,0,1,0,0,0,1
4720,M19579,M,1.6974003388818448,1.1420675660547381,0.8435297118332463,-0.5103017539135641,1.273334999157914,0,0,0,0,0,0
4721,M19580,M,1.6974003388818448,1.1420675660547381,-1.0362625226469124,0.4126113968999543,1.3204670427053202,0,1,0,0,0,1
4722,L51901,L,1.7473963725094943,1.2094684516603051,2.165520096319293,-1.8144181626717961,1.3675990862527267,0,0,0,0,0,0
4723,M19582,M,1.6974003388818448,1.2094684516603051,-0.8242978196491497,0.2721680913413756,1.3990204486176643,0,0,0,0,0,0
4724,L51903,L,1.6974003388818448,1.2094684516603051,-0.9637482821476778,1.0947645953273368,1.4461524921650706,0,1,0,0,0,1
4725,L51904,L,1.6974003388818448,1.276869337265834,1.2953492103284774,-0.8413466884444997,1.4775738545300083,0,0,0,0,0,0
4726,M19585,M,1.6974003388818448,1.2094684516603051,-0.1326235256564504,0.2621364266586198,1.5089952168949459,0,0,0,0,0,0
4727,M19586,M,1.6974003388818448,1.2094684516603051,3.314591907307164,-2.175558091250999,1.5561272604423522,0,0,0,0,0,0
4728,M19587,M,1.6974003388818448,1.2094684516603051,-1.103198744646206,0.7035296726998674,1.6032593039897587,0,1,0,0,0,1
4729,L51908,L,1.6974003388818448,1.1420675660547381,-0.7406275421500329,0.7135613373826232,1.650391347537165,0,0,0,0,0,0
4730,L51909,L,1.6974003388818448,1.2094684516603051,-1.2984293921441452,2.107962728285656,1.6818127099021027,0,1,0,1,0,1
4731,L51910,L,1.6474043052542235,1.1420675660547381,-0.17166965515603827,-0.45011176581703016,1.7132340722670403,0,0,0,0,0,0
4732,L51911,L,1.6474043052542235,1.0746666804492095,-1.3263194846438509,0.5129280437275106,1.7446554346319778,0,1,0,0,0,1
4733,L51912,L,1.6474043052542235,1.1420675660547381,0.0012489183421365822,-0.14916182533436123,1.7760767969969153,0,0,0,0,0,0
4734,L51913,L,1.6474043052542235,1.0746666804492095,-0.3055420991546252,0.4627697203137324,1.807498159361853,0,0,0,0,0,0
4735,L51914,L,1.597408271626574,1.0072657948436425,-0.17724767365597938,-0.07894017255507152,1.8389195217267906,0,0,0,0,0,0
4736,L51915,L,1.597408271626574,1.0072657948436425,0.029139010841842203,0.252104761975864,1.8703408840917282,0,0,0,0,0,0
4737,L51916,L,1.597408271626574,1.0072657948436425,-0.14377956265633265,-0.20935181343089515,-1.6959837443286894,0,0,0,0,0,0
4738,M19597,M,1.597408271626574,1.0072657948436425,-1.1310888371459116,1.8270761171684984,-1.6645623819637516,0,1,0,0,0,1
4739,M19598,M,1.597408271626574,0.9398649092380756,3.1416733338089893,-2.1053364384717095,-1.6174303384163453,0,0,0,0,0,0
4740,L51919,L,1.597408271626574,0.9398649092380756,-1.0474185596467946,1.3856828711272502,-1.5702982948689388,0,1,0,0,0,1
4741,L51920,L,1.6474043052542235,1.0072657948436425,0.3470860653384863,-0.48020675986529676,-1.5388769325040013,0,0,0,0,0,0
4742,L51921,L,1.597408271626574,0.8724640236325469,-0.8131417826492675,1.2953978889824496,-1.5074555701390637,0,0,0,0,0,0
4743,L51922,L,1.6474043052542235,0.8724640236325469,0.29688389883901617,-0.6306817301066312,-1.4760342077741262,0,0,0,0,0,0
4744,L51923,L,1.6474043052542235,0.8724640236325469,-0.7238934866502096,1.1850495774721375,-1.4446128454091884,0,0,0,0,0,0
4745,L51924,L,1.6474043052542235,0.8724640236325469,-0.8131417826492675,0.7436563314308898,-1.413191483044251,0,0,0,0,0,0
4746,H34159,H,1.597408271626574,0.8050631380269799,-0.35574426565409534,0.312294750072398,-1.3817701206793134,0,0,0,0,0,0
4747,L51926,L,1.597408271626574,0.8050631380269799,-0.6234891536512693,0.5630863671412888,-1.3032167147669693,0,0,0,0,0,0
4748,L51927,L,1.6474043052542235,0.8050631380269799,1.2507250623289483,-1.272708269802992,-1.2717953524020318,0,0,0,0,0,0
4749,L51928,L,1.597408271626574,0.8050631380269799,-0.9804823376475013,0.6734346786516008,-1.240373990037094,0,1,0,0,0,1
4750,L51929,L,1.597408271626574,0.8050631380269799,-0.7517835791499151,1.0947645953273368,-1.2089526276721565,0,0,0,0,0,0
4751,M19610,M,1.597408271626574,0.8050631380269799,0.8323736748333641,-0.811251694396233,-1.177531265307219,0,0,0,0,0,0
4752,L51931,L,1.6474043052542235,0.9398649092380756,-0.160513618156156,-0.26954180152742907,-1.1303992217598124,0,0,0,0,0,0
4753,H34166,H,1.6474043052542235,0.8724640236325469,-0.20513776615568502,-0.04884517850680491,-1.098977859394875,0,0,0,0,0,0
4754,H34167,H,1.597408271626574,0.9398649092380756,0.38055417633813304,-0.33976345430671806,-1.0204244534825309,0,0,0,0,0,0
4755,M19614,M,1.6474043052542235,1.0072657948436425,-0.8633439491487377,1.4859995179548064,-0.9418710475701869,0,0,0,0,0,0
4756,L51935,L,1.6974003388818448,1.1420675660547381,-1.3597875956434977,1.1348912540583593,-0.8947390040227805,0,1,0,0,0,1
4757,H34170,H,1.6974003388818448,1.1420675660547381,2.5225132803155246,-2.1053364384717095,-0.8633176416578429,0,0,0,0,0,0
4758,L51937,L,1.6974003388818448,1.0746666804492095,-0.23302785865539064,0.28219975602413067,-0.7847642357454989,0,0,0,0,0,0
4759,L51938,L,1.7473963725094943,1.0746666804492095,-0.4115244506535066,0.8740679723067134,-0.7533428733805613,0,0,0,0,0,0
4760,L51939,L,1.7473963725094943,1.0746666804492095,-0.9916383746473835,0.6533713492860893,-0.7219215110156237,0,1,0,0,0,1
4761,L51940,L,1.797392406137144,1.1420675660547381,0.04029504784172445,-0.14916182533436123,-0.6905001486506861,0,0,0,0,0,0
4762,H34175,H,1.847388439764765,1.276869337265834,-1.153400911145676,1.2753345596169388,-0.6590787862857486,0,1,0,0,0,1
4763,M19622,M,1.847388439764765,1.3442702228714007,6.27094171227596,-2.8677429543611375,-0.5805253803734045,0,0,1,0,0,1
4764,L51943,L,1.847388439764765,1.4116711084769678,-0.5342408576522113,0.5931813611895553,-0.5333933368259981,0,0,0,0,0,0
4765,M19624,M,1.847388439764765,1.3442702228714007,-0.7629396161497974,0.8640363076239577,-0.5019719744610606,0,0,0,0,0,0
4766,L51945,L,1.847388439764765,1.3442702228714007,1.9702894488213534,-1.7542281745752621,-0.4548399309136541,0,0,0,0,0,0
4767,M19626,M,1.797392406137144,1.3442702228714007,0.5925188793358958,-0.43004843645151863,-0.4234185685487165,0,0,0,0,0,0
4768,L51947,L,1.797392406137144,1.276869337265834,-0.3669003026539776,1.014511277865292,-0.3762865250013101,0,0,0,0,0,0
4769,L51948,L,1.797392406137144,1.3442702228714007,-1.281695336644322,1.2953978889824496,-0.3448651626363725,0,1,0,0,0,1
4770,H34183,H,1.797392406137144,1.276869337265834,0.029139010841842203,-0.28960513089293993,-0.3134438002714349,0,0,0,0,0,0
4771,L51950,L,1.7473963725094943,1.276869337265834,-1.0864646891463825,0.9342579604032467,-0.23489039435909093,0,1,0,0,0,1
4772,M19631,M,1.797392406137144,1.276869337265834,0.4363343613375443,-0.399953442403252,-0.2034690319941533,0,0,0,0,0,0
4773,M19632,M,1.797392406137144,1.3442702228714007,-0.5788650056517404,-0.20935181343089515,-0.15633698844674693,0,0,0,0,0,0
4774,L51953,L,1.797392406137144,1.3442702228714007,-0.8242978196491497,1.034574607230803,-0.10920494489934052,0,0,0,0,0,0
4775,L51954,L,1.797392406137144,1.3442702228714007,1.6077182463251802,-1.6739748571132171,-0.07778358253440293,0,0,0,0,0,0
4776,L51955,L,1.7473963725094943,1.3442702228714007,1.239569025329066,-1.4231832400443263,-0.046362220169465326,0,0,0,0,0,0
4777,L51956,L,1.7473963725094943,1.4116711084769678,-0.09357739615686253,-0.35982678367222964,-0.014940857804527726,0,0,0,0,0,0
4778,M19637,M,1.7473963725094943,1.4790719940824966,1.5575160798257102,-1.64387986306495,0.016480504560409875,0,0,0,0,0,0
4779,H34192,H,1.797392406137144,1.4790719940824966,-0.9358581896479723,1.4659361885892956,0.06361254810781627,0,1,0,0,0,1
4780,L51959,L,1.847388439764765,1.5464728796880634,-0.1549355996562149,-0.10903516660333884,0.14216595402016027,0,0,0,0,0,0
4781,L51960,L,1.847388439764765,1.6138737652935922,-0.7517835791499151,0.663403013968845,0.17358731638509786,0,0,0,0,0,0
4782,L51961,L,1.847388439764765,1.5464728796880634,-0.8633439491487377,0.5931813611895553,0.20500867875003548,0,0,0,0,0,0
4783,L51962,L,1.8973844733924148,1.6812746508991592,-0.9525922451477956,1.265302894934183,0.23643004111497307,0,0,0,0,0,0
4784,L51963,L,1.847388439764765,1.6812746508991592,0.5702068053361312,-0.399953442403252,0.26785140347991065,0,0,0,0,0,0
4785,L51964,L,1.9473805070200358,1.748675536504726,0.5757848238360723,-0.7711250356652106,0.29927276584484824,0,0,0,0,0,0
4786,H34199,H,1.9473805070200358,1.8160764221102548,-0.7685176346497385,1.0044796131825364,0.3306941282097859,0,0,0,0,0,0
4787,L51966,L,1.8973844733924148,1.748675536504726,0.2132136213398993,0.13172478578279617,0.4092475341221299,0,0,0,0,0,0
4788,L51967,L,1.847388439764765,1.748675536504726,-0.7964077271494442,0.4126113968999543,0.4406688964870675,0,0,0,0,0,0
4789,H34202,H,1.847388439764765,1.748675536504726,-0.13820154415639152,-0.45011176581703016,0.47209025885200506,0,0,0,0,0,0
4790,L51969,L,1.8973844733924148,1.8834773077158218,0.5980968978358369,-0.42001677176876356,0.5506436647643491,0,0,0,0,0,0
4791,L51970,L,1.8973844733924148,1.8834773077158218,-0.5342408576522113,0.07153479768626296,0.5820650271292866,0,0,0,0,0,0
4792,M19651,M,1.847388439764765,1.8160764221102548,-0.3892123766537421,0.8540046429412019,0.6134863894942243,0,0,0,0,0,0
4793,H34206,H,1.847388439764765,1.8160764221102548,0.1406993808406647,0.021376474272484798,0.6606184330416307,0,0,0,0,0,0
4794,H34207,H,1.797392406137144,1.748675536504726,-0.2274498401554495,0.021376474272484798,0.7391718389539746,0,0,0,0,0,0
4795,L51974,L,1.797392406137144,1.748675536504726,0.8937318783327164,-1.2125182817064584,0.8177252448663187,0,0,0,0,0,0
4796,L51975,L,1.797392406137144,1.6812746508991592,-0.6011770796515048,0.9041629663549801,0.8491466072312562,0,0,0,0,0,0
4797,L51976,L,1.7473963725094943,1.6138737652935922,-0.8298758381490909,0.7336246667481341,0.8805679695961939,0,0,0,0,0,0
4798,L51977,L,1.7473963725094943,1.6812746508991592,-0.8856560231485021,0.6132446905550669,0.9119893319611314,0,0,0,0,0,0
4799,L51978,L,1.7473963725094943,1.6812746508991592,-0.4561485986530356,0.6433396846033335,0.943410694326069,0,0,0,0,0,0
4800,L51979,L,1.7473963725094943,1.6812746508991592,-0.6736913201507394,0.2220097679275974,0.9748320566910067,0,0,0,0,0,0
4801,M19660,M,1.7473963725094943,1.6812746508991592,-1.0362625226469124,1.1047962600100927,1.0062534190559442,0,0,0,0,0,0
4802,L51981,L,1.7473963725094943,1.6138737652935922,0.19647956584007592,-0.7309983769341876,1.0533854626033508,0,0,0,0,0,0
4803,M19662,M,1.7473963725094943,1.6138737652935922,-1.231493170144852,1.4258095298582731,1.0848068249682883,0,0,0,0,0,0
4804,L51983,L,1.797392406137144,1.6812746508991592,0.9550900818320688,-0.8614100178100111,1.1319388685156946,0,0,0,0,0,0
4805,L51984,L,1.847388439764765,1.748675536504726,0.45864643533730876,-0.1190668312860946,1.1633602308806323,0,0,0,0,0,0
